date,fuel,generation
2018-12-01,MLG,1566663.558
2018-12-01,NG,110001289.619
2018-12-01,NUC,71657288.0
2018-12-01,OOG,1120858.467
2018-12-01,ORW,233110.532
2018-12-01,OTH,1152558.33
2018-12-01,PC,794777.7170000001
2018-12-01,RFO,415661.762
2018-12-01,SUN,3109639.792
2018-12-01,WND,24306283.683
2018-12-01,WOC,853486.046
2018-12-01,WOO,108125.474
2018-12-01,WWW,3404053.715
2019-01-01,COL,100035006.472
2019-01-01,DFO,663330.432
2019-01-01,GEO,1389936.549
2019-01-01,HYC,24798033.468
2019-01-01,MLG,1458532.651
2019-01-01,NG,121840020.488
2019-01-01,NUC,73700844.0
2019-01-01,OOG,1024676.246
2019-01-01,ORW,213715.214
2019-01-01,OTH,1204833.089
2019-01-01,PC,800074.581
2019-01-01,RFO,581553.172
2019-01-01,SUN,3580208.41
2019-01-01,WND,24301449.501
2019-01-01,WOC,872928.0819999999
2019-01-01,WOO,175876.851
2019-01-01,WWW,3465749.123
2019-02-01,COL,79229196.24599999
2019-02-01,DFO,379807.23099999997
2019-02-01,GEO,1292578.152
2019-02-01,HYC,22880764.941
2019-02-01,MLG,1306619.45
2019-02-01,NG,112440039.637
2019-02-01,NUC,64717521.0
2019-02-01,OOG,947633.559
2019-02-01,ORW,191090.592
